userId,productId,rating,timestamp,year,month,day,user_ratings_count,product_ratings_count
A3HGTTFIDLCWDJ,0594033926,4.0,2014-04-03,2014.0,4.0,3.0,1.0,15.0
AYM7NJTTX3M0L,0594033926,5.0,2014-02-24,2014.0,2.0,24.0,1.0,15.0
A2PL24SVISXZM9,0594033926,5.0,2014-02-15,2014.0,2.0,15.0,1.0,15.0
A3I1C8WM8DLSMM,0594033926,5.0,2014-03-28,2014.0,3.0,28.0,1.0,15.0
A29LNVZLBG0IYN,0594033926,5.0,2014-06-16,2014.0,6.0,16.0,2.0,15.0
A2CP4GY6XAWIII,0594033926,5.0,2014-06-24,2014.0,6.0,24.0,1.0,15.0
A1UMFN4RKU451R,0594033934,5.0,2013-01-27,2013.0,1.0,27.0,1.0,2.0
A3T3XKC7H5ACI1,0594033934,5.0,2014-05-28,2014.0,5.0,28.0,1.0,2.0
A1NQNJ3EAZ6CMZ,0594202442,4.0,2013-02-06,2013.0,2.0,6.0,1.0,1.0
A34TPQUVSQXXPX,0594287995,5.0,2013-10-02,2013.0,10.0,2.0,1.0,1.0
A2B4F6LP0ZLI8E,0594296420,3.0,2014-04-27,2014.0,4.0,27.0,1.0,6.0
A1RKH6803HVOQL,0594296420,5.0,2013-04-08,2013.0,4.0,8.0,1.0,6.0
A3ZNVCQCG57AY,0594296420,5.0,2013-01-28,2013.0,1.0,28.0,1.0,6.0
A1HM74IXWXQ5D8,0594296420,5.0,2014-02-20,2014.0,2.0,20.0,1.0,6.0
A2DUI0YVE1DZ48,0594296420,5.0,2013-12-26,2013.0,12.0,26.0,1.0,6.0
AH3LYMIBZ6DKF,0594296420,5.0,2013-10-02,2013.0,10.0,2.0,2.0,6.0
AWA0CM7TY98QX,0594450209,5.0,2013-10-21,2013.0,10.0,21.0,1.0,2.0
A244IAP7UBVHH6,0594450209,5.0,2014-01-08,2014.0,1.0,8.0,1.0,2.0
A3E7PG9CHDBICA,0594450705,5.0,2014-06-27,2014.0,6.0,27.0,3.0,1.0
A2JXAZZI9PHK9Z,0594451647,5.0,2014-01-03,2014.0,1.0,3.0,1.0,14.0
A1RTWWRHVIVWQW,0594451647,5.0,2014-07-07,2014.0,7.0,7.0,1.0,14.0
A2P5U7BDKKT7FW,0594451647,2.0,2014-04-27,2014.0,4.0,27.0,1.0,14.0
A262D8GC5XRU31,0594451647,5.0,2014-05-14,2014.0,5.0,14.0,1.0,14.0
AAZ084UMH8VZ2,0594451647,5.0,2014-05-04,2014.0,5.0,4.0,2.0,14.0
A3M122DYN9L5N8,0594451647,1.0,2014-01-03,2014.0,1.0,3.0,1.0,14.0
A3S0RV5ZQ37538,0594451647,4.0,2014-05-03,2014.0,5.0,3.0,1.0,14.0
A150Y5KRN7FWJJ,0594451647,5.0,2013-11-17,2013.0,11.0,17.0,1.0,14.0
AEZ3CR6BKIROJ,0594451647,4.0,2014-07-11,2014.0,7.0,11.0,1.0,14.0
A3BY5KCNQZXV5U,0594451647,5.0,2014-01-20,2014.0,1.0,20.0,1.0,14.0
A1JIOBEWHVV8MC,0594451647,5.0,2014-02-28,2014.0,2.0,28.0,1.0,14.0
A2OJRZGW5YVGNS,0594451647,5.0,2013-11-20,2013.0,11.0,20.0,1.0,14.0
A14KUMEJ094IZ3,0594451647,5.0,2014-04-02,2014.0,4.0,2.0,1.0,14.0
A212UCG62RO8JF,0594451647,5.0,2014-01-14,2014.0,1.0,14.0,1.0,14.0
A18U7ZDE2VHD01,0594477670,5.0,2013-02-19,2013.0,2.0,19.0,1.0,3.0
A39J1PTX1KAL66,0594477670,5.0,2013-12-30,2013.0,12.0,30.0,1.0,3.0
A2IEJQ8754BMSI,0594477670,4.0,2012-09-21,2012.0,9.0,21.0,2.0,3.0
APGCN777AZIYR,0594478162,4.0,2014-01-12,2014.0,1.0,12.0,1.0,1.0
A1UMV2TNJ96LMU,0594481813,5.0,2014-01-18,2014.0,1.0,18.0,1.0,31.0
A7S2B0I67WNWB,0594481813,4.0,2014-04-16,2014.0,4.0,16.0,1.0,31.0
A3HICVLF4PFFMN,0594481813,5.0,2014-05-05,2014.0,5.0,5.0,1.0,31.0
A3HGP1YI7G80HA,0594481813,5.0,2014-01-20,2014.0,1.0,20.0,1.0,31.0
A2SRW2W1GXYKQZ,0594481813,5.0,2014-06-27,2014.0,6.0,27.0,1.0,31.0
A3S51KDTK4P2JP,0594481813,4.0,2014-06-16,2014.0,6.0,16.0,1.0,31.0
A2ATRYXF83T83K,0594481813,5.0,2014-05-11,2014.0,5.0,11.0,1.0,31.0
A5MJPMMDAA1RQ,0594481813,5.0,2014-03-28,2014.0,3.0,28.0,1.0,31.0
A1RGYV1ASMTMSE,0594481813,1.0,2014-01-18,2014.0,1.0,18.0,1.0,31.0
ANSKSPEEAKY7S,0594481813,5.0,2013-06-24,2013.0,6.0,24.0,1.0,31.0
A2QBZA4S1ROX9Q,0594481813,3.0,2013-05-25,2013.0,5.0,25.0,1.0,31.0
A2FT4NPBE189NB,0594481813,5.0,2014-06-15,2014.0,6.0,15.0,1.0,31.0
AEFUHKIXACWJW,0594481813,5.0,2013-11-08,2013.0,11.0,8.0,1.0,31.0
ANY6JUFM0GH8U,0594481813,5.0,2014-03-09,2014.0,3.0,9.0,1.0,31.0
A29AHNG4TUERKG,0594481813,1.0,2013-08-02,2013.0,8.0,2.0,1.0,31.0
AT09WGFUM934H,0594481813,3.0,2013-08-31,2013.0,8.0,31.0,1.0,31.0
A1JB5VD57VRYAX,0594481813,5.0,2014-01-16,2014.0,1.0,16.0,1.0,31.0
A22055Y81HHDQ9,0594481813,1.0,2013-11-18,2013.0,11.0,18.0,1.0,31.0
A2CVNEE0H2F1YE,0594481813,4.0,2013-11-26,2013.0,11.0,26.0,1.0,31.0
ASLRVLGGF5F2J,0594481813,5.0,2014-07-09,2014.0,7.0,9.0,1.0,31.0
A2TSQNO5HXCYN2,0594481813,5.0,2014-03-20,2014.0,3.0,20.0,1.0,31.0
A1G0KYO61NFVTF,0594481813,5.0,2014-05-23,2014.0,5.0,23.0,1.0,31.0
A2OC1UK7VMBLOT,0594481813,4.0,2014-04-28,2014.0,4.0,28.0,1.0,31.0
A260COKJRRVS3U,0594481813,5.0,2014-06-04,2014.0,6.0,4.0,1.0,31.0
A1T8TP4OHT5T13,0594481813,4.0,2014-05-07,2014.0,5.0,7.0,1.0,31.0
AGAKHE014LQFU,0594481813,3.0,2013-09-18,2013.0,9.0,18.0,1.0,31.0
A3NU787GB0X67S,0594481813,5.0,2014-07-10,2014.0,7.0,10.0,1.0,31.0
AY0BL2JD0GAFT,0594481813,5.0,2014-05-05,2014.0,5.0,5.0,1.0,31.0
A2UVFEZ7UDBRAA,0594481813,5.0,2013-05-15,2013.0,5.0,15.0,1.0,31.0
A2332ANCYJS96P,0594481813,5.0,2014-04-28,2014.0,4.0,28.0,1.0,31.0
A1S6B5QFWGVL5U,0594481813,4.0,2013-06-27,2013.0,6.0,27.0,1.0,31.0
A399VAWM09IRH9,0594481902,5.0,2014-06-27,2014.0,6.0,27.0,1.0,13.0
AMP3SRCVG8VED,0594481902,5.0,2014-06-25,2014.0,6.0,25.0,1.0,13.0
ANFUGJ8Z9EMQS,0594481902,5.0,2014-04-25,2014.0,4.0,25.0,1.0,13.0
A2N3PEHL6QY8U8,0594481902,5.0,2014-04-30,2014.0,4.0,30.0,1.0,13.0
A2KK9GUTOXMB43,0594481902,5.0,2014-05-03,2014.0,5.0,3.0,1.0,13.0
A1G5M9B068B6N4,0594481902,5.0,2013-06-08,2013.0,6.0,8.0,1.0,13.0
A107S4MT25VXQ5,0594481902,5.0,2014-05-08,2014.0,5.0,8.0,1.0,13.0
A1IIGG5OMZKNYP,0594481902,2.0,2013-10-27,2013.0,10.0,27.0,1.0,13.0
A3RV0ZUIEOM0TX,0594481902,5.0,2013-11-15,2013.0,11.0,15.0,1.0,13.0
AAWFWZ2K9WTV1,0594481902,5.0,2014-03-24,2014.0,3.0,24.0,1.0,13.0
A2J3WVIQ5LO1O7,0594481902,4.0,2014-05-17,2014.0,5.0,17.0,1.0,13.0
A1GI134K2EVPEM,0594481902,5.0,2014-05-28,2014.0,5.0,28.0,1.0,13.0
A37ASPPZ778F9O,0594481902,1.0,2014-06-28,2014.0,6.0,28.0,1.0,13.0
AWL0JAXP3LQWJ,0594482127,4.0,2014-01-20,2014.0,1.0,20.0,1.0,1.0
A29FNXHYVA2W4G,0594511488,5.0,2014-04-22,2014.0,4.0,22.0,1.0,2.0
A32JHAQPVSGHUD,0594511488,5.0,2014-04-07,2014.0,4.0,7.0,1.0,2.0
A2C8SNQ59NMJ1,0594514681,5.0,2014-01-17,2014.0,1.0,17.0,1.0,2.0
AUMPN10O0S5WE,0594514681,4.0,2014-02-26,2014.0,2.0,26.0,1.0,2.0
A1APJUGO70YI8,0594514789,5.0,2014-05-02,2014.0,5.0,2.0,1.0,1.0
A3EI9TX2A4MUSZ,0594549507,4.0,2013-12-11,2013.0,12.0,11.0,1.0,1.0
A3JQESKSRFB6MV,0594549558,5.0,2014-01-01,2014.0,1.0,1.0,1.0,1.0
A3AW83CCH2SYAG,0743610431,5.0,2014-03-15,2014.0,3.0,15.0,1.0,2.0
A3IL8P9RPBUW2X,0743610431,3.0,2013-07-20,2013.0,7.0,20.0,1.0,2.0
A1C09ZLU9Z56TG,0777700018,5.0,2012-12-09,2012.0,12.0,9.0,1.0,2.0
A2E14J26DQZOAA,0777700018,5.0,2012-12-15,2012.0,12.0,15.0,1.0,2.0
A16OJ9FTF432BE,0840017677,4.0,2011-11-15,2011.0,11.0,15.0,1.0,1.0
A2WOSVWG4SX1J1,0879393742,5.0,2013-12-13,2013.0,12.0,13.0,1.0,3.0
A17ZYVAZZZWXU5,0879393742,3.0,2014-01-01,2014.0,1.0,1.0,1.0,3.0
A1PY7ODDSRIFGV,0879393742,4.0,2013-05-09,2013.0,5.0,9.0,1.0,3.0
AJ4QIAKKHW21N,089933623X,1.0,2011-08-01,2011.0,8.0,1.0,1.0,2.0
A2RMLNVKPFRK7X,089933623X,4.0,2008-04-09,2008.0,4.0,9.0,1.0,2.0
A2R4GEWPLORVSO,0899336795,2.0,2004-12-18,2004.0,12.0,18.0,1.0,10.0
A1KKUYTDUZDZSA,0899336795,4.0,2004-12-28,2004.0,12.0,28.0,1.0,10.0
A34527S2PDKKGN,0899336795,3.0,2008-03-07,2008.0,3.0,7.0,1.0,10.0
ACVACAN9F8XKR,0899336795,1.0,2007-06-04,2007.0,6.0,4.0,1.0,10.0
A5OXSZ6JI3WW0,0899336795,1.0,2011-06-20,2011.0,6.0,20.0,1.0,10.0
A28K8QC9C4WPGE,0899336795,1.0,2006-02-28,2006.0,2.0,28.0,1.0,10.0
A266DODBJYK0X,0899336795,1.0,2005-05-23,2005.0,5.0,23.0,1.0,10.0
A17RBVZX3VTNBW,0899336795,1.0,2005-03-22,2005.0,3.0,22.0,1.0,10.0
AV4GK35MHBFMW,0899336795,1.0,2005-12-01,2005.0,12.0,1.0,1.0,10.0
A3UKB1QYS8KBW0,0899336795,1.0,2005-01-01,2005.0,1.0,1.0,1.0,10.0
A11E2USO989A37,094339676X,5.0,2013-12-31,2013.0,12.0,31.0,1.0,1.0
A9CRICSLKO7DJ,0970407998,1.0,2012-03-03,2012.0,3.0,3.0,1.0,5.0
A32HSNCNPRUMTR,0970407998,1.0,2011-10-27,2011.0,10.0,27.0,1.0,5.0
A17HMM1M7T9PJ1,0970407998,4.0,2010-08-14,2010.0,8.0,14.0,1.0,5.0
A1GWA4DX7T4RWE,0970407998,5.0,2011-03-19,2011.0,3.0,19.0,1.0,5.0
A233AWZLS4LDYO,0970407998,5.0,2013-02-01,2013.0,2.0,1.0,1.0,5.0
A737SIAIN3WIY,0970408005,5.0,2007-06-26,2007.0,6.0,26.0,1.0,2.0
AVH06NSECM8EY,0970408005,3.0,2011-12-10,2011.0,12.0,10.0,1.0,2.0
A1BKC6B7YHYTVV,0972683275,4.0,2014-07-15,2014.0,7.0,15.0,1.0,1051.0
AWVFSIB42LHKJ,0972683275,4.0,2014-07-13,2014.0,7.0,13.0,1.0,1051.0
A36MQBNADRH8YY,0972683275,5.0,2014-07-18,2014.0,7.0,18.0,1.0,1051.0
A3SRXMPLAEZ6DP,0972683275,4.0,2014-07-22,2014.0,7.0,22.0,1.0,1051.0
A20XXTXWF2TCPY,0972683275,5.0,2014-07-12,2014.0,7.0,12.0,1.0,1051.0
AOZZ0CTG5RMW1,0972683275,4.0,2011-04-16,2011.0,4.0,16.0,1.0,1051.0
A2IDCSC6NVONIZ,0972683275,5.0,2013-04-30,2013.0,4.0,30.0,1.0,1051.0
AML8NIWFKHZJU,0972683275,3.0,2013-11-07,2013.0,11.0,7.0,1.0,1051.0
A33HBPL7Q6SZMG,0972683275,5.0,2013-11-25,2013.0,11.0,25.0,1.0,1051.0
A22JDDJB1ZLGGZ,0972683275,5.0,2013-07-01,2013.0,7.0,1.0,1.0,1051.0
A39PZJCRS98E6P,0972683275,5.0,2011-09-25,2011.0,9.0,25.0,1.0,1051.0
A17S5ODXALEGVP,0972683275,5.0,2012-01-01,2012.0,1.0,1.0,1.0,1051.0
A2WAXINV2ODKUQ,0972683275,5.0,2013-07-15,2013.0,7.0,15.0,1.0,1051.0
A23X08KRDJKF7,0972683275,5.0,2013-12-26,2013.0,12.0,26.0,1.0,1051.0
A15FPN5N8TI3Q8,0972683275,3.0,2013-02-17,2013.0,2.0,17.0,1.0,1051.0
A1ZD73MDX4POAY,0972683275,5.0,2012-05-09,2012.0,5.0,9.0,1.0,1051.0
A1EDI0X3GI1SK7,0972683275,5.0,2011-12-16,2011.0,12.0,16.0,1.0,1051.0
A3BMUBUC1N77U8,0972683275,4.0,2013-11-23,2013.0,11.0,23.0,1.0,1051.0
A1WSLZ5AVVHLRX,0972683275,5.0,2013-06-06,2013.0,6.0,6.0,1.0,1051.0
A2ZBW1GVAXYGNI,0972683275,1.0,2013-01-30,2013.0,1.0,30.0,1.0,1051.0
A3H4C425X1H2H9,0972683275,5.0,2014-06-10,2014.0,6.0,10.0,1.0,1051.0
A17D7RRY5F6Q6E,0972683275,4.0,2013-05-23,2013.0,5.0,23.0,1.0,1051.0
AYL6T95NTTYCT,0972683275,1.0,2012-07-26,2012.0,7.0,26.0,1.0,1051.0
ARG1JEPRCUDQT,0972683275,5.0,2013-10-08,2013.0,10.0,8.0,1.0,1051.0
A3BPE4JK9G2SIE,0972683275,5.0,2012-10-27,2012.0,10.0,27.0,1.0,1051.0
AVRFGGCCCR6QU,0972683275,4.0,2010-08-30,2010.0,8.0,30.0,1.0,1051.0
ARW08E970C4A4,0972683275,3.0,2013-09-15,2013.0,9.0,15.0,1.0,1051.0
AKUNHU70LFK6E,0972683275,5.0,2013-08-05,2013.0,8.0,5.0,1.0,1051.0
A156MPSDULFFO5,0972683275,4.0,2011-07-22,2011.0,7.0,22.0,1.0,1051.0
A1RJD803EYM353,0972683275,5.0,2013-02-10,2013.0,2.0,10.0,1.0,1051.0
A3UOSOCRKS3WIH,0972683275,5.0,2013-05-12,2013.0,5.0,12.0,1.0,1051.0
AWE6E7DWGGWN7,0972683275,5.0,2013-04-09,2013.0,4.0,9.0,1.0,1051.0
A3PRSCGIX3NY0X,0972683275,5.0,2013-12-31,2013.0,12.0,31.0,1.0,1051.0
A1RGY08MHYC8AG,0972683275,4.0,2013-08-31,2013.0,8.0,31.0,1.0,1051.0
AQJ9VAGG0QKEH,0972683275,5.0,2013-07-21,2013.0,7.0,21.0,1.0,1051.0
A3NFODKXP6LXLV,0972683275,5.0,2014-05-19,2014.0,5.0,19.0,1.0,1051.0
A36JCYNJG4Q2W6,0972683275,5.0,2010-12-29,2010.0,12.0,29.0,1.0,1051.0
A2XPU8EMY19NBQ,0972683275,3.0,2011-09-03,2011.0,9.0,3.0,1.0,1051.0
A1FAOXB8IJS99K,0972683275,5.0,2012-01-13,2012.0,1.0,13.0,1.0,1051.0
A19X9H8DC3U31K,0972683275,5.0,2013-02-16,2013.0,2.0,16.0,1.0,1051.0
A32XX53PIYV78T,0972683275,4.0,2011-05-08,2011.0,5.0,8.0,1.0,1051.0
A1G1B7UE7D675U,0972683275,5.0,2013-11-09,2013.0,11.0,9.0,1.0,1051.0
A778X9CUE16YO,0972683275,4.0,2014-03-05,2014.0,3.0,5.0,1.0,1051.0
A1E9C49T7E6GKV,0972683275,5.0,2013-08-26,2013.0,8.0,26.0,1.0,1051.0
A2G2K3OC74CPFZ,0972683275,5.0,2011-07-24,2011.0,7.0,24.0,1.0,1051.0
A371ZZ95ZQEIZV,0972683275,4.0,2014-01-07,2014.0,1.0,7.0,1.0,1051.0
A17BX6ISOLKLXM,0972683275,4.0,2011-01-10,2011.0,1.0,10.0,1.0,1051.0
A1SJ4E4I684N6M,0972683275,5.0,2013-08-27,2013.0,8.0,27.0,1.0,1051.0
A3A5LQ5T7M7I8V,0972683275,5.0,2012-09-04,2012.0,9.0,4.0,1.0,1051.0
A18SGGRTJKKHR3,0972683275,3.0,2011-09-28,2011.0,9.0,28.0,1.0,1051.0
A2ZSAJ28QS6Z68,0972683275,5.0,2013-01-04,2013.0,1.0,4.0,1.0,1051.0
A2UUNC4CW16062,0972683275,3.0,2013-02-19,2013.0,2.0,19.0,1.0,1051.0
A7060R14RJF3I,0972683275,4.0,2013-05-18,2013.0,5.0,18.0,1.0,1051.0
AIHN98QLUVU7E,0972683275,5.0,2011-12-29,2011.0,12.0,29.0,1.0,1051.0
A3RCX7Z7I9G2MF,0972683275,5.0,2014-01-06,2014.0,1.0,6.0,1.0,1051.0
A1JLEDHBYBOLG2,0972683275,5.0,2011-11-17,2011.0,11.0,17.0,1.0,1051.0
A3GG0HR8199P8Z,0972683275,1.0,2012-05-07,2012.0,5.0,7.0,1.0,1051.0
A3R0H2RJY9DM99,0972683275,5.0,2011-12-29,2011.0,12.0,29.0,1.0,1051.0
A26QCCO0101CO1,0972683275,5.0,2013-02-21,2013.0,2.0,21.0,1.0,1051.0
APBF796U7GUTV,0972683275,5.0,2012-03-17,2012.0,3.0,17.0,1.0,1051.0
A3T1DE9OZLLLWG,0972683275,1.0,2013-02-10,2013.0,2.0,10.0,1.0,1051.0
AUCYYUP15XJA,0972683275,5.0,2013-05-07,2013.0,5.0,7.0,1.0,1051.0
A14V9YT3C4QRPW,0972683275,4.0,2013-04-17,2013.0,4.0,17.0,1.0,1051.0
A1HRZF7BQSCLUC,0972683275,4.0,2012-12-05,2012.0,12.0,5.0,1.0,1051.0
AZPT44204EODM,0972683275,5.0,2014-02-23,2014.0,2.0,23.0,1.0,1051.0
A1TDQTL9185HTU,0972683275,5.0,2014-07-08,2014.0,7.0,8.0,1.0,1051.0
A6DI4IE8MKFYR,0972683275,5.0,2013-03-14,2013.0,3.0,14.0,1.0,1051.0
A1CE42YCMQ3FEX,0972683275,4.0,2013-04-12,2013.0,4.0,12.0,1.0,1051.0
A1VYNYUM57GAM0,0972683275,5.0,2013-11-20,2013.0,11.0,20.0,1.0,1051.0
A1C1XLRK3R841B,0972683275,5.0,2013-11-19,2013.0,11.0,19.0,1.0,1051.0
AF6352V65ZNG1,0972683275,4.0,2013-12-05,2013.0,12.0,5.0,1.0,1051.0
AFS5ZGZ2M3ZGV,0972683275,5.0,2013-09-21,2013.0,9.0,21.0,1.0,1051.0
AH5FPXRBVFP0B,0972683275,5.0,2013-03-24,2013.0,3.0,24.0,1.0,1051.0
A1FXZJ8ZMQLYBS,0972683275,5.0,2011-11-29,2011.0,11.0,29.0,1.0,1051.0
A2HLNXOYLMERTC,0972683275,5.0,2014-04-16,2014.0,4.0,16.0,1.0,1051.0
A2ULCET06LOPBB,0972683275,5.0,2013-05-29,2013.0,5.0,29.0,1.0,1051.0
A95VB9FYXW5XJ,0972683275,5.0,2014-02-10,2014.0,2.0,10.0,1.0,1051.0
A3CCITVF0WL6KE,0972683275,5.0,2013-01-09,2013.0,1.0,9.0,1.0,1051.0
AYZ54MQJUM3NV,0972683275,5.0,2014-06-29,2014.0,6.0,29.0,1.0,1051.0
AYQNWE3AX4H08,0972683275,5.0,2013-07-18,2013.0,7.0,18.0,1.0,1051.0
A3P2ZN0QGUALHG,0972683275,5.0,2011-07-13,2011.0,7.0,13.0,1.0,1051.0
AS2KRDSIWBM2P,0972683275,4.0,2012-11-30,2012.0,11.0,30.0,1.0,1051.0
ALL8RBDZK0WWO,0972683275,4.0,2013-01-04,2013.0,1.0,4.0,1.0,1051.0
A33MVR4OT3321,0972683275,5.0,2013-01-08,2013.0,1.0,8.0,1.0,1051.0
A3P24ZSF9IQRJJ,0972683275,5.0,2014-06-13,2014.0,6.0,13.0,1.0,1051.0
A2YYH2I9S9TUCM,0972683275,5.0,2013-09-15,2013.0,9.0,15.0,1.0,1051.0
A3PY6TQYAZG7MB,0972683275,5.0,2011-06-01,2011.0,6.0,1.0,1.0,1051.0
A7SPHMIUOO3H1,0972683275,4.0,2014-05-03,2014.0,5.0,3.0,1.0,1051.0
